Número;ID;Nome;Name;Estreia;Brilhante;Sombroso;Sombroso Brilhante;Dinamax;Dinamax Brilhante
1;0001;Bulbasaur;Bulbasaur;06/07/2016;25/03/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
1;0001-00-00-01;Bulbasaur Halloween;Halloween Bulbasaur;17/10/2019;17/10/2019;;;;
1;0001-00-00-02;Bulbasaur Chapéu de festa;Party hat Bulbasaur;25/02/2020;25/02/2020;;;;
1;0001-00-00-03;Bulbasaur Visor;Visor Bulbasaur;25/07/2020;25/07/2020;;;;
2;0002;Ivysaur;Ivysaur;06/07/2016;25/03/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
2;0002-00-00-01;Ivysaur Chapéu de festa;Party hat Ivysaur;01/07/2025;01/07/2025;;;;
3;0003;Venusaur;Venusaur;06/07/2016;25/03/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
3;0003-00-00-01;Venusaur Chapéu de festa;Party hat Venusaur;01/07/2025;01/07/2025;;;;
3;0003-00-01;Venusaur Clone;Clone Venusaur;25/02/2020;;;;;
3;0003G;Venusaur Gigamax;Gigantamax Venusaur;26/10/2024;26/10/2024;;;;
3;0003M;Mega Venusaur;Mega Venusaur;27/08/2020;27/08/2020;;;;
4;0004;Charmander;Charmander;06/07/2016;19/05/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
4;0004-00-00-01;Charmander Halloween;Halloween Charmander;17/10/2019;17/10/2019;;;;
4;0004-00-00-02;Charmander Chapéu de festa;Party hat Charmander;25/02/2020;25/02/2020;;;;
4;0004-00-00-03;Charmander Visor;Visor Charmander;25/07/2020;25/07/2020;;;;
5;0005;Charmeleon;Charmeleon;06/07/2016;19/05/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
5;0005-00-00-01;Charmeleon Chapéu de festa;Party hat Charmeleon;06/07/2022;06/07/2022;;;;
6;0006;Charizard;Charizard;06/07/2016;19/05/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
6;0006-00-00-01;Charizard Chapéu de festa;Party hat Charizard;06/07/2022;06/07/2022;;;;
6;0006-00-01;Charizard Clone;Clone Charizard;25/02/2020;;;;;
6;0006G;Charizard Gigamax;Gigantamax Charizard;26/10/2024;26/10/2024;;;;
6;0006M-00-01;Mega Charizard X;Mega Charizard X;27/08/2020;27/08/2020;;;;
6;0006M-00-02;Mega Charizard Y;Mega Charizard Y;27/08/2020;27/08/2020;;;;
7;0007;Squirtle;Squirtle;06/07/2016;08/07/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
7;0007-00-00-01;Squirtle Óculos escuros;Sunglasses Squirtle;08/07/2018;08/07/2018;;;;
7;0007-00-00-02;Squirtle Halloween;Halloween Squirtle;17/10/2019;17/10/2019;;;;
7;0007-00-00-03;Squirtle Chapéu de festa;Party hat Squirtle;25/02/2020;25/02/2020;;;;
7;0007-00-00-04;Squirtle Visor;Visor Squirtle;25/07/2020;25/07/2020;;;;
8;0008;Wartortle;Wartortle;06/07/2016;08/07/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
8;0008-00-00-01;Wartortle Óculos escuros;Sunglasses Wartortle;08/07/2018;08/07/2018;;;;
8;0008-00-00-02;Wartortle Chapéu de festa;Party hat Wartortle;09/07/2023;09/07/2023;;;;
9;0009;Blastoise;Blastoise;06/07/2016;08/07/2018;22/07/2019;09/07/2022;10/09/2024;10/09/2024
9;0009-00-00-01;Blastoise Óculos escuros;Sunglasses Blastoise;08/07/2018;08/07/2018;;;;
9;0009-00-00-02;Blastoise Chapéu de festa;Party hat Blastoise;09/07/2023;09/07/2023;;;;
9;0009-00-01;Blastoise Clone;Clone Blastoise;25/02/2020;;;;;
9;0009G;Blastoise Gigamax;Gigantamax Blastoise;26/10/2024;26/10/2024;;;;
9;0009M;Mega Blastoise;Mega Blastoise;27/08/2020;27/08/2020;;;;
10;0010;Caterpie;Caterpie;06/07/2016;01/11/2018;08/10/2024;;24/03/2025;24/03/2025
11;0011;Metapod;Metapod;06/07/2016;01/11/2018;08/10/2024;;24/03/2025;24/03/2025
12;0012;Butterfree;Butterfree;06/07/2016;01/11/2018;08/10/2024;;24/03/2025;24/03/2025
12;0012-00-00-01;Butterfree Gravata;Bow Butterfree;21/09/2021;21/09/2021;;;;
12;0012G;Butterfree Gigamax;Gigantamax Butterfree;03/08/2025;03/08/2025;;;;
13;0013;Weedle;Weedle;06/07/2016;20/06/2020;17/10/2019;;;
14;0014;Kakuna;Kakuna;06/07/2016;20/06/2020;17/10/2019;;;
15;0015;Beedrill;Beedrill;06/07/2016;20/06/2020;17/10/2019;;;
15;0015M;Mega Beedrill;Mega Beedrill;27/08/2020;27/08/2020;;;;
16;0016;Pidgey;Pidgey;06/07/2016;26/02/2019;27/03/2024;03/03/2026;;
17;0017;Pidgeotto;Pidgeotto;06/07/2016;26/02/2019;27/03/2024;03/03/2026;;
18;0018;Pidgeot;Pidgeot;06/07/2016;26/02/2019;27/03/2024;03/03/2026;;
18;0018M;Mega Pidgeot;Mega Pidgeot;18/09/2020;18/09/2020;;;;
19;0019;Rattata;Rattata;06/07/2016;26/02/2019;22/07/2019;;;
19;0019-01;Rattata de Alola;Alolan Rattata;23/06/2018;28/06/2019;03/04/2022;03/03/2026;;
20;0020;Raticate;Raticate;06/07/2016;26/02/2019;22/07/2019;;;
20;0020-00-00-01;Raticate Chapéu de festa;Party hat Raticate;02/01/2020;02/01/2020;31/12/2022;;;
20;0020-01;Raticate de Alola;Alolan Raticate;23/06/2018;28/06/2019;03/04/2022;03/03/2026;;
21;0021;Spearow;Spearow;06/07/2016;20/02/2021;;;;
22;0022;Fearow;Fearow;06/07/2016;20/02/2021;;;;
23;0023;Ekans;Ekans;06/07/2016;25/07/2019;09/07/2020;09/07/2020;;
24;0024;Arbok;Arbok;06/07/2016;25/07/2019;09/07/2020;09/07/2020;;
25;0025;Pikachu;Pikachu;06/07/2016;09/08/2017;;;09/03/2026;09/03/2026
25;0025-00-00-01;Pikachu Gorro de Natal;Santa hat Pikachu;25/12/2016;18/12/2018;;;;
25;0025-00-00-02;Pikachu Chapéu de festa;Party hat Pikachu;26/02/2017;26/02/2018;;;;
25;0025-00-00-03;Pikachu Boné do Ash;Ash hat Pikachu;06/06/2017;01/04/2019;;;;
25;0025-00-00-04;Pikachu Chapéu de bruxa;Witch hat Pikachu;20/10/2017;23/10/2018;;;;
25;0025-00-00-05;Pikachu Chapéu e óculos escuros;Summer hat Pikachu;05/07/2018;10/08/2019;;;;
25;0025-00-00-06;Pikachu Boné Fragment;Fragment hat Pikachu;05/10/2018;05/10/2018;;;;
25;0025-00-00-07;Pikachu Coroa de flores;Flower crown Pikachu;26/02/2019;26/02/2019;;;;
25;0025-00-00-08;Pikachu Chapéu de detetive;Detective hat Pikachu;07/05/2019;;;;;
25;0025-00-00-09;Pikachu Chapéu de palha;Straw hat Pikachu;22/07/2019;22/07/2019;;;;
25;0025-00-00-10;Pikachu Halloween 2019;Halloween Pikachu;17/10/2019;17/10/2019;;;;
25;0025-00-00-11;Pikachu Touca de frio;Beanie Pikachu;24/12/2019;24/12/2019;;;;
25;0025-00-00-12;Pikachu Chapéu de festa vermelho;Red party hat Pikachu;25/02/2020;25/02/2020;;;;
25;0025-00-00-14;Pikachu Chapéu de safari;Safari hat Pikachu;27/03/2020;27/03/2020;;;;
25;0025-00-00-15;Pikachu Chapéu de primavera;Spring hat Pikachu;09/04/2020;09/04/2020;;;;
25;0025-00-00-16;Pikachu Chapéu de Charizard;Charizard hat Pikachu;01/05/2020;01/05/2020;;;;
25;0025-00-00-17;Pikachu Chapéu de Umbreon;Umbreon hat Pikachu;08/05/2020;08/05/2020;;;;
25;0025-00-00-18;Pikachu Chapéu de Rayquaza;Rayquaza hat Pikachu;15/05/2020;15/05/2020;;;;
25;0025-00-00-19;Pikachu Chapéu de Lucario;Lucario hat Pikachu;22/05/2020;22/05/2020;;;;
25;0025-00-00-20;Pikachu Balões;Flying Pikachu;03/07/2020;03/07/2020;;;;
25;0025-00-00-21;Pikachu Boné do Ash/Jornadas;World cap Pikachu;06/10/2020;06/10/2020;;;;
25;0025-00-00-22;Pikachu Explorador;Explorer Pikachu;14/12/2020;14/12/2020;;;;
25;0025-00-00-23;Pikachu Natal 2020;Holiday Pikachu;22/12/2020;22/12/2020;;;;
25;0025-00-00-24;Pikachu Cartola de ano-novo;New Year's Pikachu;31/12/2020;31/12/2020;;;;
25;0025-00-00-25;Pikachu Balões de 5 anos;5th anniversary flying Pikachu;06/07/2021;06/07/2021;;;;
25;0025-00-00-26;Pikachu Chapéu de Meloetta;Meloetta hat Pikachu;17/07/2021;17/07/2021;;;;
25;0025-00-00-29;Pikachu Chapéu de Halloween;Halloween hat Pikachu;15/10/2021;15/10/2021;;;;
25;0025-00-00-30;Pikachu Camisa Kariyushi;Kariyushi Pikachu;19/03/2022;19/03/2022;;;;
25;0025-00-00-31;Pikachu Balões Okinawa;Flying Okinawa Pikachu;03/05/2022;03/05/2022;;;;
25;0025-00-00-32;Pikachu Flores de Shaymin;Shaymin flower Pikachu;04/06/2022;04/06/2022;;;;
25;0025-00-00-33;Pikachu Boné de TCG;TCG hat Pikachu;16/06/2022;16/06/2022;;;;
25;0025-00-00-34;Pikachu Chapéu de bolo;Cake hat Pikachu;06/07/2022;06/07/2022;;;;
25;0025-00-00-35;Pikachu Mundial 2022;Worlds 2022 Pikachu;18/08/2022;18/08/2022;;;;
25;0025-00-00-36;Pikachu Lenço de Shaymin;Shaymin scarf Pikachu;27/08/2022;27/08/2022;;;;
25;0025-00-00-37;Pikachu Balões verdes;Flying green Pikachu;21/10/2022;21/10/2022;;;;
25;0025-00-00-38;Pikachu Camisa verde;Green shirt Pikachu;21/10/2022;21/10/2022;;;;
25;0025-00-00-39;Pikachu Balões roxos;Fying purple Pikachu;18/11/2022;18/11/2022;;;;
25;0025-00-00-40;Pikachu Camisa roxa;Purple shirt Pikachu;18/11/2022;18/11/2022;;;;
25;0025-00-00-41;Pikachu Ano-novo 2023;New Year's 2023 Pikachu;31/12/2022;31/12/2022;;;;
25;0025-00-00-42;Pikachu Laço da May;May bow Pikachu;18/02/2023;18/02/2023;;;;
25;0025-00-00-43;Pikachu Touca do Brendan;Brendan hat Pikachu;18/02/2023;18/02/2023;;;;
25;0025-00-00-44;Pikachu Flores de cerejeira;Cherry blossom Pikachu;04/04/2023;04/04/2023;;;;
25;0025-00-00-45;Pikachu Balões azuis;Flying orange Pikachu;28/07/2023;28/07/2023;;;;
25;0025-00-00-46;Pikachu Camisa Citrus;Blue shirt (Citrus) Pikachu;28/07/2023;28/07/2023;;;;
25;0025-00-00-47;Pikachu Coroa ametista;Amethyst crown Pikachu;04/08/2023;04/08/2023;;;;
25;0025-00-00-48;Pikachu Camiseta do Mundial;World Championships 2023 Pikachu;11/08/2023;11/08/2023;;;;
25;0025-00-00-49;Pikachu Coroa água-marinha;Aquamarine crown Pikachu;26/08/2023;26/08/2023;;;;
25;0025-00-00-50;Pikachu Coroa malaquita;Malachite crown Pikachu;26/08/2023;26/08/2023;;;;
25;0025-00-00-51;Pikachu Coroa pirita;Pyrite crown Pikachu;26/08/2023;26/08/2023;;;;
25;0025-00-00-52;Pikachu Coroa quartzo;Quartz crown Pikachu;26/08/2023;26/08/2023;;;;
25;0025-00-00-53;Pikachu Chapéu de detetive com lupa;Detective 2023 Pikachu;05/10/2023;05/10/2023;;;;
25;0025-00-00-54;Pikachu Halloween 2023;Halloween 2023 Pikachu;26/10/2023;26/10/2023;;;;
25;0025-00-00-55;Pikachu Natal 2023;Holiday 2023 Pikachu;18/12/2023;18/12/2023;;;;
25;0025-00-00-56;Pikachu Boina do Lucas;Lucas hat Pikachu;17/02/2024;17/02/2024;;;;
25;0025-00-00-57;Pikachu Touca da Dawn;Dawn hat Pikachu;17/02/2024;17/02/2024;;;;
25;0025-00-00-58;Pikachu Boina do Rei;Rei cap Pikachu;17/02/2024;17/02/2024;;;;
25;0025-00-00-59;Pikachu Lenço da Akari;Akari kerchief Pikachu;17/02/2024;17/02/2024;;;;
25;0025-00-00-61;Pikachu Balões vermelhos;Flying red Pikachu;02/03/2024;02/03/2024;;;;
25;0025-00-00-62;Pikachu Camisa Batik;Batik shirt Pikachu;02/03/2024;02/03/2024;;;;
25;0025-00-00-63;Pikachu Capitão;Cap's hat Pikachu;05/03/2024;05/03/2024;;;;
25;0025-00-00-64;Pikachu Coroa de Sol;Sun crown Pikachu;30/05/2024;30/05/2024;;;;
25;0025-00-00-65;Pikachu Coroa Lua;Moon crown Pikachu;30/05/2024;30/05/2024;;;;
25;0025-00-00-66;Pikachu Roupa de mergulho;World Championships 2024 Pikachu;16/08/2024;16/08/2024;;;;
25;0025-00-00-67;Pikachu Sári;Saree Pikachu;01/11/2024;01/11/2024;;;;
25;0025-00-00-68;Pikachu Boné do Hilbert;Hilbert's hat Pikachu;21/02/2025;21/02/2025;;;;
25;0025-00-00-69;Pikachu Boné da Hilda;Hilda's hat Pikachu;21/02/2025;21/02/2025;;;;
25;0025-00-00-70;Pikachu Visor da Rosa;Rosa's visor Pikachu;21/02/2025;21/02/2025;;;;
25;0025-00-00-71;Pikachu Visor do Nate;Nate's visor Pikachu;21/02/2025;21/02/2025;;;;
25;0025-00-00-72;Pikachu Kurta;Kurta Pikachu;13/03/2025;13/03/2025;;;;
25;0025-00-00-73;Pikachu Cartola amarela e monóculo;Yellow monacle Pikachu;29/05/2025;29/05/2025;;;;
25;0025-00-00-74;Pikachu Cartola azul e monóculo;Blue monacle Pikachu;29/05/2025;29/05/2025;;;;
25;0025-00-00-75;Pikachu Cartola vermelha e monóculo;Red monacle Pikachu;29/05/2025;29/05/2025;;;;
25;0025-00-00-76;Pikachu Cartola amarela e óculos;Yellow goggles Pikachu;28/06/2025;28/06/2025;;;;
25;0025-00-00-77;Pikachu Cartola azul e óculos;Blue goggles Pikachu;28/06/2025;28/06/2025;;;;
25;0025-00-00-78;Pikachu Cartola vermelha e óculos;Red goggles Pikachu;28/06/2025;28/06/2025;;;;
25;0025-00-00-79;Pikachu Camiseta de futebol;Indonesia Football Jersey Pikachu;05/08/2025;05/08/2025;;;;
25;0025-00-00-80;Pikachu Jaqueta universitária;Varsity Jacket Pikachu;25/08/2025;25/08/2025;;;;
25;0025-00-00-81;Pikachu Chapéu do Calem;Calem's hat Pikachu;20/02/2026;20/02/2026;;;;
25;0025-00-00-82;Pikachu Chapéu da Serena;Serena's hat Pikachu;20/02/2026;20/02/2026;;;;
25;0025-00-00-83;Pikachu Boné do Red;Red's hat Pikachu;23/02/2026;23/02/2026;;;;
25;0025-00-00-84;Pikachu Chapéu da Leaf;Leaf's hat Pikachu;23/02/2026;23/02/2026;;;;
25;0025-00-00-85;Pikachu Boné do Ethan;Ethan's hat Pikachu;24/02/2026;24/02/2026;;;;
25;0025-00-00-86;Pikachu Chapéu da Lyra;Lyra's hat Pikachu;24/02/2026;24/02/2026;;;;
25;0025-00-00-87;Pikachu Camiseta de beisebol;Baseball jersey Pikachu;03/04/2026;03/04/2026;;;;
25;0025-00-01;Pikachu Clone;Clone Pikachu;25/02/2020;;;;;
25;0025-00-02-01;Pikachu Cosplay Libre;Libre Cosplay Pikachu;13/03/2020;30/11/2020;;;;
25;0025-00-02-02;Pikachu Cosplay Popstar;Pop Star Cosplay Pikachu;17/07/2021;16/11/2024;;;;
25;0025-00-02-03;Pikachu Cosplay Rockstar;Rock Star Cosplay Pikachu;17/07/2021;16/11/2024;;;;
25;0025-00-02-04;Pikachu Cosplay Ph.D.;Ph.D. Cosplay Pikachu;01/03/2024;;;;;
25;0025G;Pikachu Gigamax;Gigantamax Pikachu;28/03/2026;28/03/2026;;;;
26;0026;Raichu;Raichu;06/07/2016;09/08/2017;;;09/03/2026;09/03/2026
26;0026-00-00-01;Raichu Gorro de Natal;Santa hat Raichu;25/12/2016;18/12/2018;;;;
26;0026-00-00-02;Raichu Chapéu de festa;Party hat Raichu;26/02/2017;26/02/2018;;;;
26;0026-00-00-03;Raichu Boné do Ash;Ash hat Raichu;06/06/2017;01/04/2019;;;;
26;0026-00-00-04;Raichu Chapéu de bruxa;Witch hat Raichu;20/10/2017;23/10/2018;;;;
26;0026-00-00-05;Raichu Chapéu e óculos escuros;Summer hat Raichu;05/07/2018;10/08/2019;;;;
26;0026-00-00-06;Raichu Boné Fragment;Fragment hat Raichu;05/10/2018;05/10/2018;;;;
26;0026-00-00-07;Raichu Coroa de flores;Flower crown Raichu;26/02/2019;26/02/2019;;;;
26;0026-00-00-08;Raichu Chapéu de detetive 2019;Detective hat Raichu;07/05/2019;;;;;
26;0026-00-00-09;Raichu Touca de frio;Beanie Raichu;24/12/2019;24/12/2019;;;;
26;0026-00-00-10;Raichu Boné do Ash/Jornadas;World cap Raichu;06/10/2020;06/10/2020;;;;
26;0026-00-00-11;Raichu Cartola de ano-novo;New Year's Raichu;31/12/2020;31/12/2020;;;;
26;0026-00-00-12;Raichu Flores de cerejeira;Cherry blossom Raichu;04/04/2023;04/04/2023;;;;
26;0026-00-00-13;Raichu Chapéu de detetive 2023;Detective 2023 Raichu;05/10/2023;05/10/2023;;;;
26;0026-00-00-14;Raichu Natal 2023;Holiday 2023 Raichu;18/12/2023;18/12/2023;;;;
26;0026-01;Raichu de Alola;Alolan Raichu;19/07/2018;23/11/2018;;;;
27;0027;Sandshrew;Sandshrew;06/07/2016;06/12/2018;07/11/2019;03/03/2026;;
27;0027-01;Sandshrew de Alola;Alolan Sandshrew;21/06/2018;28/06/2019;03/04/2022;03/03/2026;;
28;0028;Sandslash;Sandslash;06/07/2016;06/12/2018;07/11/2019;03/03/2026;;
28;0028-01;Sandslash de Alola;Alolan Sandslash;21/06/2018;28/06/2019;03/04/2022;03/03/2026;;
29;0029;Nidoran F;Nidoran F;06/07/2016;11/10/2018;10/07/2020;09/11/2021;;
30;0030;Nidorina;Nidorina;06/07/2016;11/10/2018;10/07/2020;09/11/2021;;
31;0031;Nidoqueen;Nidoqueen;06/07/2016;11/10/2018;10/07/2020;09/11/2021;;
31;0031-00-00-01;Nidoqueen Coroa;Crown Nidoqueen;10/05/2025;10/05/2025;;;;
32;0032;Nidoran M;Nidoran M;06/07/2016;04/07/2019;10/07/2020;01/02/2023;;
33;0033;Nidorino;Nidorino;06/07/2016;04/07/2019;10/07/2020;01/02/2023;;
33;0033-00-00-01;Nidorino Chapéu de festa;Party hat Nidorino;01/03/2020;01/03/2020;31/12/2022;;;
34;0034;Nidoking;Nidoking;06/07/2016;04/07/2019;10/07/2020;01/02/2023;;
34;0034-00-00-01;Nidoking Coroa;Crown Nidoking;10/05/2025;10/05/2025;;;;
35;0035;Clefairy;Clefairy;06/07/2016;13/02/2019;;;;
36;0036;Clefable;Clefable;06/07/2016;13/02/2019;;;;
37;0037;Vulpix;Vulpix;06/07/2016;09/10/2020;03/02/2020;03/03/2026;;
37;0037-00-00-01;Vulpix Halloween;Halloween Vulpix;27/10/2022;27/10/2022;26/10/2023;;;
37;0037-01;Vulpix de Alola;Alolan Vulpix;21/06/2018;28/06/2019;01/02/2023;03/03/2026;;
38;0038;Ninetales;Ninetales;06/07/2016;09/10/2020;03/02/2020;03/03/2026;;
38;0038-00-00-01;Ninetales Halloween;Halloween Ninetales;27/10/2022;27/10/2022;27/10/2022;27/10/2022;;
38;0038-01;Ninetales de Alola;Alolan Ninetales;21/06/2018;28/06/2019;01/02/2023;03/03/2026;;
39;0039;Jigglypuff;Jigglypuff;06/07/2016;16/04/2019;;;;
39;0039-00-00-01;Jigglypuff Laço;Ribbon Jigglypuff;01/01/2024;01/01/2024;;;;
40;0040;Wigglytuff;Wigglytuff;06/07/2016;16/04/2019;;;;
40;0040-00-00-01;Wigglytuff Laço;Ribbon Wigglytuff;01/01/2024;01/01/2024;;;;
41;0041;Zubat;Zubat;06/07/2016;25/07/2019;22/07/2019;27/01/2024;;
42;0042;Golbat;Golbat;06/07/2016;25/07/2019;22/07/2019;27/01/2024;;
43;0043;Oddish;Oddish;06/07/2016;02/10/2019;05/09/2019;03/03/2026;;
44;0044;Gloom;Gloom;06/07/2016;02/10/2019;05/09/2019;03/03/2026;;
45;0045;Vileplume;Vileplume;06/07/2016;02/10/2019;05/09/2019;03/03/2026;;
46;0046;Paras;Paras;06/07/2016;20/02/2021;;;;
47;0047;Parasect;Parasect;06/07/2016;20/02/2021;;;;
48;0048;Venonat;Venonat;06/07/2016;01/05/2020;05/09/2019;18/05/2021;;
49;0049;Venomoth;Venomoth;06/07/2016;01/05/2020;05/09/2019;18/05/2021;;
50;0050;Diglett;Diglett;06/07/2016;29/04/2019;12/10/2020;;;
50;0050-00-00-01;Diglett Chapéu;Hat Diglett;27/09/2022;27/09/2022;;;;
50;0050-01;Diglett de Alola;Alolan Diglett;14/07/2018;28/06/2019;14/11/2022;;;
51;0051;Dugtrio;Dugtrio;06/07/2016;29/04/2019;12/10/2020;;;
51;0051-00-00-01;Dugtrio Chapéu;Hat Dugtrio;27/09/2022;27/09/2022;;;;
51;0051-01;Dugtrio de Alola;Alolan Dugtrio;14/07/2018;28/06/2019;14/11/2022;;;
52;0052;Meowth;Meowth;06/07/2016;07/11/2019;07/11/2019;07/11/2019;;
52;0052-01;Meowth de Alola;Alolan Meowth;21/06/2018;28/06/2019;;;;
52;0052-02;Meowth de Galar;Galarian Meowth;03/06/2020;20/08/2021;;;;
52;0052G;Meowth Gigamax;Gigantamax Meowth;15/02/2026;15/02/2026;;;;
53;0053;Persian;Persian;06/07/2016;07/11/2019;07/11/2019;07/11/2019;;
53;0053-01;Persian de Alola;Alolan Persian;21/06/2018;28/06/2019;;;;
54;0054;Psyduck;Psyduck;06/07/2016;25/01/2019;05/09/2019;;;
54;0054-00-00-01;Psyduck Natal;Holiday Psyduck;18/12/2023;18/12/2023;25/12/2023;;;
54;0054-00-00-02;Psyduck Boia;Swin ring Psyduck;09/09/2025;09/09/2025;;;;
55;0055;Golduck;Golduck;06/07/2016;25/01/2019;05/09/2019;;;
55;0055-00-00-01;Golduck Natal;Holiday Golduck;18/12/2023;18/12/2023;25/12/2023;;;
56;0056;Mankey;Mankey;06/07/2016;05/03/2019;08/10/2024;03/03/2026;;
57;0057;Primeape;Primeape;06/07/2016;05/03/2019;08/10/2024;03/03/2026;;
58;0058;Growlithe;Growlithe;06/07/2016;01/09/2018;05/09/2019;12/10/2020;09/02/2026;09/02/2026
58;0058-01;Growlithe de Hisui;Hisuian Growlithe;27/07/2022;27/09/2023;;;;
59;0059;Arcanine;Arcanine;06/07/2016;01/09/2018;05/09/2019;12/10/2020;09/02/2026;09/02/2026
59;0059-01;Arcanine de Hisui;Hisuian Arcanine;27/07/2022;27/09/2023;;;;
60;0060;Poliwag;Poliwag;06/07/2016;06/08/2019;01/08/2019;24/01/2022;;
61;0061;Poliwhirl;Poliwhirl;06/07/2016;06/08/2019;01/08/2019;24/01/2022;;
62;0062;Poliwrath;Poliwrath;06/07/2016;06/08/2019;01/08/2019;24/01/2022;;
63;0063;Abra;Abra;06/07/2016;25/04/2020;05/09/2019;;15/09/2025;15/09/2025
64;0064;Kadabra;Kadabra;06/07/2016;25/04/2020;05/09/2019;;15/09/2025;15/09/2025
65;0065;Alakazam;Alakazam;06/07/2016;25/04/2020;05/09/2019;;15/09/2025;15/09/2025
65;0065M;Mega Alakazam;Mega Alakazam;06/09/2022;06/09/2022;;;;
66;0066;Machop;Machop;06/07/2016;05/03/2019;10/07/2020;14/11/2022;03/12/2024;03/12/2024
67;0067;Machoke;Machoke;06/07/2016;05/03/2019;10/07/2020;14/11/2022;03/12/2024;03/12/2024
68;0068;Machamp;Machamp;06/07/2016;05/03/2019;10/07/2020;14/11/2022;03/12/2024;03/12/2024
68;0068G;Machamp Gigamax;Gigantamax Machamp;25/05/2025;25/05/2025;;;;
69;0069;Bellsprout;Bellsprout;06/07/2016;17/07/2020;07/11/2019;26/10/2023;;
70;0070;Weepinbell;Weepinbell;06/07/2016;17/07/2020;07/11/2019;26/10/2023;;
71;0071;Victreebel;Victreebel;06/07/2016;17/07/2020;07/11/2019;26/10/2023;;
71;0071M;Mega Victreebel;Mega Victreebel;20/02/2026;20/02/2026;;;;
72;0072;Tentacool;Tentacool;06/07/2016;19/11/2019;27/01/2024;27/01/2024;;
73;0073;Tentacruel;Tentacruel;06/07/2016;19/11/2019;27/01/2024;27/01/2024;;
74;0074;Geodude;Geodude;06/07/2016;13/09/2018;09/07/2022;21/06/2022;;
74;0074-01;Geodude de Alola;Alolan Geodude;14/07/2018;28/06/2019;21/06/2023;;;
75;0075;Graveler;Graveler;06/07/2016;13/09/2018;09/07/2022;21/06/2022;;
75;0075-01;Graveler de Alola;Alolan Graveler;14/07/2018;28/06/2019;21/06/2023;;;
76;0076;Golem;Golem;06/07/2016;13/09/2018;09/07/2022;21/06/2022;;
76;0076-01;Golem de Alola;Alolan Golem;14/07/2018;28/06/2019;21/06/2023;;;
77;0077;Ponyta;Ponyta;06/07/2016;05/11/2018;23/01/2026;;;
77;0077-00-00-02;Ponyta da Candela;Candela Ponyta;11/05/2023;11/05/2023;;;;
77;0077-01;Ponyta de Galar;Galarian Ponyta;22/10/2020;11/05/2021;;;;
77;0077-01-00-01;Ponyta de Galar Chapéu de Meloetta;Meloetta hat Galarian Ponyta;17/07/2021;17/07/2021;;;;
78;0078;Rapidash;Rapidash;06/07/2016;05/11/2018;23/01/2026;;;
78;0078-00-00-01;Rapidash da Candela;Candela Rapidash;11/05/2023;11/05/2023;;;;
78;0078-01;Rapidash de Galar;Galarian Rapidash;22/10/2020;11/05/2021;;;;
79;0079;Slowpoke;Slowpoke;06/07/2016;17/11/2020;12/10/2020;;;
79;0079-00-00-01;Slowpoke Ano-novo;New Year's Slowpoke;31/12/2020;31/12/2020;;;;
79;0079-00-00-02;Slowpoke Chapéu de detetive;Detective hat Slowpoke;05/10/2023;05/10/2023;;;;
79;0079-01;Slowpoke de Galar;Galarian Slowpoke;08/06/2021;18/03/2023;;;;
80;0080;Slowbro;Slowbro;06/07/2016;17/11/2020;12/10/2020;;;
80;0080-00-00-01;Slowbro Ano-novo;New Year's Slowbro;31/12/2020;31/12/2020;;;;
80;0080-01;Slowbro de Galar;Galarian Slowbro;08/06/2021;18/03/2023;;;;
80;0080M;Mega Slowbro;Mega Slowbro;08/06/2021;08/06/2021;;;;
81;0081;Magnemite;Magnemite;06/07/2016;16/11/2018;07/11/2019;01/02/2023;;
82;0082;Magneton;Magneton;06/07/2016;16/11/2018;07/11/2019;01/02/2023;;
83;0083;Farfetch'd;Farfetch'd;06/07/2016;02/09/2019;;;;
83;0083-01;Farfetch'd de Galar;Galarian Farfetch'd;17/06/2020;20/08/2021;;;;
84;0084;Doduo;Doduo;06/07/2016;22/09/2020;;;;
85;0085;Dodrio;Dodrio;06/07/2016;22/09/2020;;;;
86;0086;Seel;Seel;06/07/2016;01/05/2019;;;;
87;0087;Dewgong;Dewgong;06/07/2016;01/05/2019;;;;
88;0088;Grimer;Grimer;06/07/2016;13/09/2018;01/08/2019;10/07/2020;;
88;0088-00-00-01;Grimer Chapéu de festa;Party hat Grimer;28/06/2024;28/06/2024;;;;
88;0088-01;Grimer de Alola;Alolan Grimer;21/06/2018;28/06/2019;25/03/2023;15/01/2025;;
89;0089;Muk;Muk;06/07/2016;13/09/2018;01/08/2019;10/07/2020;;
89;0089-00-00-01;Muk Chapéu de festa;Party hat Muk;28/06/2024;28/06/2024;;;;
89;0089-01;Muk de Alola;Alolan Muk;21/06/2018;28/06/2019;25/03/2023;15/01/2025;;
90;0090;Shellder;Shellder;06/07/2016;07/06/2018;12/10/2020;;;
91;0091;Cloyster;Cloyster;06/07/2016;07/06/2018;12/10/2020;;;
